Candidate_ID,Candidate_Name,Party_Name
522,DEEP BAYAN,Indian National Congress
523,DULU AHMED,Independent
524,DANIEL MARDI,Independent
525,ABDUL HAMED,Rashtriya Ulama Council
526,AROON BAROOA,Bharatheeya Jawan Kisan Party
527,DILIP SAIKIA,Bharatiya Janata Party
528,BIREN BASAK,Bharatiya Gana Parishad
529,SWARNA DEVI,Gana Suraksha Party
530,MADHAB RAJBANGSHI,Indian National Congress
531,ABUL KASEM,Republican Party of India (Athawale)
532,JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST)
533,DURGADAS BORO,Bodoland Peoples Front
534,BIJULI KALITA  MEDHI,Bharatiya Janata Party
535,SHEJON GOYARY,Bahujan Maha Party
536,SAMAD CHOUDHURY,Bharatiya Gana Parishad
537,KAZI NEKIB  AHMED,Independent
538,COLONEL GOKUL CHANDRA SINGHA,Independent
539,DIPAK KR BORO,Voters Party  International
540,AMITABH SARMA,Ekam Sanatan Bharat Dal
541,MIRA BORTHAKUR GOSWAMI,Indian National Congress
542,JOTSON BEY,Autonomous State Demand Committee
543,JOHN BARNARD SANGMA,Gana Suraksha Party
544,AMARSING TISSO,Bharatiya Janata Party
545,JOY RAM ENGLENG,Indian National Congress
546,J. I. KATHAR,Independent
547,MUZAKKIR HASAN LASKAR,Independent
548,ALIM UDDIN MAZUMDER,Independent
549,AHAD UDDIN,Rashtriya Ulama Council
550,MD. NAZRUL ISLAM LASKAR,Independent
551,ROSID AHMED LASKAR,Independent
552,JIBESH DEB,Independent
553,DEBOJYOTI NATH,Independent
554,ABDUL KALAM MAZUMDER,Independent
555,DEBASHISH GHOSH,Bangali Nabanirman Sena
556,ABDUL BASIT TAPADAR,Independent
557,ABDUS  SUBHAN TAPADAR,Independent
558,SAHEL AHMED,Independent
559,HAFIZ RASHID AHMED CHOUDHURY,Indian National Congress
560,RASHID AHMED CHOUDHURY,Independent
561,GOPAL CHANDRA PAUL,Independent
562,SAFIKUR RAHMAN HAZARI,Independent
563,ROKIBUL HUSSAIN CHOUDHURY,Independent
564,ABDUL HAMEED,Independent
565,ABDUL GOFFAR TALUKDAR,Independent
566,KRIPANATH MALLAH,Bharatiya Janata Party
567,SAHABUL ISLAM CHOUDHURY,All India United Democratic Front
568,BINAY KRISHNA ROY,Independent
569,DILIP KUMAR,Independent
570,PRAJJWAL SUDIP DEB,Socialist Unity Centre Of India (COMMUNIST)
571,RAJIB DAS,Bahujan Maha Party
572,ANANTA MOHAN ROY,Independent
573,SURYA KANTA SARKAR,Indian National Congress
574,PARIMAL SUKLABAIDYA,Bharatiya Janata Party
575,BARINDRA KUMAR DAS,Bangali Nabanirman Sena
576,PROBASH CHANDRA SARKAR,Socialist Unity Centre Of India (COMMUNIST)
577,RAJU DAS,Independent
578,RADHESHYAM BISWAS,All India Trinamool Congress
579,ABU SHAMA,Independent
580,NIKHIL DEKARAJA,Independent
581,SAMSUL ALAM,Independent
582,AMINUL ISLAM,All India United Democratic Front
583,SANTANU MUKHERJEE,Bharatiya Gana Parishad
584,BIPAD BHANJAN SARKAR,Independent
585,RABBUL HAQUE,Rashtriya Ulama Council
586,PRADYUT BORDOLOI,Indian National Congress
587,SURESH BORAH,Bharatiya Janata Party
588,ABU EUSUF MD RAIHAN UDDIN,Independent
589,ANUPAM BARUAH,Jai Prakash Janata Dal
590,SIKHA SARMA,Independent
591,SAIFUL ISLAM CHOUDHURY,Asom Jana Morcha
592,SALEH AHMED MAZUMDAR,Republican Party of India (Athawale)
593,ANIMA DEKA GUPTA,Voters Party  International
594,SALIM AHMED,Asom Jana Morcha
595,TRIDIV JYOTI BHUYAN,Independent
596,JYOTISKA RANJAN GOSWAMI,Independent
597,ABDUL HOQUE,Independent
598,DILUWARA BEGUM CHOWDHURY,Independent
599,KAMAKHYA PRASAD TASA,Bharatiya Janata Party
600,BINOD GOGOI,Independent
601,ROSELINA TIRKEY,Indian National Congress
602,SAILEN CH MALAKAR,Bharatiya Gana Parishad
603,RINKU ROY,Gana Suraksha Party
604,ALAM ALI,Bahujan Maha Party
605,RAJU DEURI,Bodoland Peoples Front
606,RANJIT DUTTA,Bharatiya Janata Party
607,RISHIRAJ KAUNDINYA,Aam Aadmi Party
608,KAMESWAR SWARGIARY,Voters Party  International
609,PRADIP BHANDARI,Independent
610,PREMLAL GANJU,Indian National Congress
611,DHIREN KACHARI,Communist Party of India
612,BIKRAM RAMCHIARY,Independent
613,DEBA NATH PAIT,Independent
614,GOBIN BISWAKARMA,Independent
615,UDAY SHANKAR HAZARIKA,Indian National Congress
616,BIREN BAILUNG,Voters Party  International
617,GHANA KANTA CHUTIA,All India Trinamool Congress
618,PALLAB PEGU,Socialist Unity Centre Of India (COMMUNIST)
619,PRADAN BARUAH,Bharatiya Janata Party
620,MANOJ DHANOWAR,Aam Aadmi Party
621,LURINJYOTI GOGOI,Assam Jatiya Parishad
622,SARBANANDA SONOWAL,Bharatiya Janata Party
623,RAJ KUMAR DUWARA,Independent
624,ARUN CHANDRA HANDIQUE,Ekam Sanatan Bharat Dal
625,TOPON KUMAR GOGOI,Bharatiya Janata Party
626,GAURAV GOGOI,Indian National Congress
627,DURGESH SINGH CHAUHAN,Bahujan Samaj Party
628,NABA KUMAR SARANIA (HIRA BHAI),Gana Suraksha Party
629,PARSHURAM SAH,Independent
630,DINESH AGRAWAL,Independent
631,CHANDRESHWAR MISHRA,Independent
632,SHAMBHU PRASAD,Independent
633,PRAVESH KUMAR MISHRA @ ANUP,Independent
634,SUNIL KUMAR,Janata Dal  (United)
635,SHAFI MOHAMMAD MIYA,Aazad Samaj Party (Kanshi Ram)
636,DEEPAK YADAV,Rashtriya Janata Dal
637,UPENDRA RAM,Bahujan Samaj Party
638,MD. KALAM SAI,Independent
639,RAUSHAN KUMAR SRIVASTAVA,Independent
640,NAFISH AHMAD,Independent
641,MOHAMMAD SOAIB,Independent
642,MADAN MOHAN TIWARI,Indian National Congress
643,SANJAY KUMAR,Viro Ke Vir Indian Party
644,DR.SANJAY JAISWAL,Bharatiya Janata Party
645,VIJAY KUMAR SAHANI,Rashtriya Jansambhavna Party
646,GYANTI DEVI,Prabuddha Republican Party
647,RAJESH SINGH,Independent
648,RAJESH KUMAR S/O GAGANLAL SAHNI,Independent
649,NAWAL KISHOR PRASAD,Viro Ke Vir Indian Party
650,RAJESH KUMAR S/O VISHUN SAH,Independent
651,PAWAN KUMAR,Bhartiya Sarthak Party
652,MOHAMMAD AJMER ALAM,Independent
653,NIKESH KUMAR,Independent
654,DR RAJESH KUMAR,Vikassheel Insaan Party
655,PAWAN KUMAR,Independent
656,MUNESHWAR TIWARI,Independent
657,RADHA MOHAN SINGH,Bharatiya Janata Party
658,MOHAMMAD MAHTAB ALAM,Samaj Shakti Party
659,MAMTA KUMARI,Samata Party
660,RITU JAISWAL,Rashtriya Janata Dal
661,KANHAIYA KUMAR,Independent
662,VIJENDRA THAKUR,Bahujan Samaj Party
663,DILIP KUMAR MISHRA,Prabal Bharat Party
664,LOVELY ANAND,Janata Dal  (United)
665,SUDHIR KUMAR SINGH,Viro Ke Vir Indian Party
666,RANA RANJIT,All India Majlis-E-Ittehadul Muslimeen
667,AKHILESHWAR SHRIVAISHANV,Independent
668,JAGDISH PRASAD,Bajjikanchal Vikas Party
669,UPENDRA SAHANI,Rashtriya Jansambhavna Party
670,BHOLA SINGH,Bahujan Samaj Party
671,KRISHNA KISHORE,Independent
672,UMESH KUMAR YADAV,Independent
673,MUSHAHID RAZA,Desh Janhit Party
674,CHANDRIKA PRASAD,Independent
675,RAJENDRA MAHTO,Karpoori Janta Dal
676,ARJUN RAY,Rashtriya Janata Dal
677,SHYAM NANDAN KISHOR PRASAD,Independent
678,SAIQUA NAWAZ AZMAT,Independent
679,ANAND KUMAR,Independent
680,ABDUL SAMAD,Independent
681,VINOD SAH,Independent
682,DEVESH CHANDRA THAKUR,Janata Dal  (United)
683,MD WAQUAR SIDDIQUI,All India Majlis-E-Ittehadul Muslimeen
684,UDAY MANDAL,Samata Party
685,SHIV BODHAN SAHU,Independent
686,MD ALI ASHRAF FATMI,Rashtriya Janata Dal
687,MOHAN SHARMA,Rashtriya Jansambhavna Party
688,KUL BHUSHAN PRASAD,Loktantrik Lok Rajyam Party
689,ASHOK KUMAR YADAV,Bharatiya Janata Party
690,ABU BAKAR RAHMANI,Country Citizen Party
691,ABU BAKAR RAHMANI,Independent
692,BIKASH KUMAR,Bahujan Samaj Party
693,PRIYE RANJAN,Independent
694,VAIDYANATH YADAV,Peoples Party of India (Democratic)
695,SARFARAJ ALAM,Akhil Bhartiya Parivar Party
696,SUMAN KUMAR MAHASETH,Vikassheel Insaan Party
697,GAURI SHANKAR SAHU,Independent
698,RAJIV KUMAR JHA,Independent
699,RAMPRIT MANDAL,Janata Dal  (United)
700,GULAB YADAV,Bahujan Samaj Party
701,VIDYA NAND RAM,Wazib Adhikar Party
702,GANGA PRASAD YADAV,Independent
703,RAM PRASAD RAUT,Independent
704,VIJAY KUMAR MANDAL,Socialist Unity Centre Of India (COMMUNIST)
705,BABLU KUMAR,Aadarsh Mithila Party
706,KIRAN DEVI,Bahujan Samaj Party
707,RAJ KUMAR YADAV,Viro Ke Vir Indian Party
708,ABDUL MATIN,Independent
709,BAIDYA NATH MEHTA,Independent
710,SHIV HARI AGRAWAL,Bharat Nirman Party
711,BAMBAM KUMAR,Independent
712,AJAY KUMAR SAH,Independent
713,MOHD KALIM KHAN,Rashtriya Jansambhavna Party
714,VINDESHWARI PRASAD,Independent
715,CHANDRAHAS CHAUPAL,Rashtriya Janata Dal
716,YOG NARAYAN SINGH,Independent
717,DILESHWAR KAMAIT,Janata Dal  (United)
718,UMESH PRASAD SAH,Jai Hind Party
719,NITISH KUMAR,Independent
720,RAMESH KUMAR ANAND,"Proutist Bloc, India"
721,MD. MOBINUL HAQUE,Independent
722,MD GHOUSUL AZAM,Bahujan Samaj Party
723,SHATRUGHAN PRASAD SUMAN,Independent
724,ZAWED AKHTAR,The National Road Map Party of India
725,MD. ISMAIL,Bharatiya Momin Front
726,SHAHNAWAZ,Rashtriya Janata Dal
727,MUSHTAK ALAM,Independent
728,AKHILESH KUMAR,Independent
729,PRADEEP KUMAR SINGH,Bharatiya Janata Party
730,MD GUFRAN JAMALI,Independent
731,SHAHABUZZAMA BHARTIYA,Rashtriya Samaj Paksha
732,MOHAMMAD KAUSAR PERWEZ,Independent
733,BABUL ALAM,Bahujan Samaj Party
734,AKHTARUL IMAN,All India Majlis-E-Ittehadul Muslimeen
735,BIDESHI RISHIDEV,Independent
736,MUJAHID ALAM,Janata Dal  (United)
737,RAVI KUMAR ROY,Independent
738,HASIRUL,Independent
739,MOHAMMAD JAWED,Indian National Congress
740,VISHWANATH TUDU,Independent
741,CHHOTE LAL MAHTO,Independent
742,BINDU KUMARI,Samaj Shakti Party
743,KHALID MOBARAK,Independent
744,VISHNU SINGH,Bharat Jago Janta Party
745,GYANESHWAR SOREN,Independent
746,GOPAL KUMAR MAHTO,Bahujan Samaj Party
747,RAJ KUMAR MANDAL,Rashtriya Jansambhavna Party
748,MARANG HANSADA,Peoples Party of India (Democratic)
749,DULAL CHANDRA GOSWAMI,Janata Dal  (United)
750,TARIQ ANWAR,Indian National Congress
751,NOMAN ALAM,Independent
752,RAJESH RANJAN ALIAS PAPPU YADAV,Independent
753,ARUN DAS,Bahujan Samaj Party
754,SATYENDRA YADAV,Independent
755,BIMA BHARTI,Rashtriya Janata Dal
756,KISHOR KUMAR YADAV,All India Forward Bloc
757,SANTOSH KUMAR,Janata Dal  (United)
758,MD ARSHAD HUSSAIN,Bahujan Samaj Party
759,DA KUMAR CHANDRADEEP,Rashtriya Janata Dal
760,AJABLAL MEHTA,Yuva Krantikari Party
761,PRO KAMESHWAR YADAV,Bharatiya Jan Kranti Dal (Democratic)
762,SURESHWAR PODDAR,Aadarsh Mithila Party
763,JAWAHAR LAL JAISWAL,Socialist Unity Centre Of India (COMMUNIST)
764,UCHESHWAR PANDIT,Samajhdar Party
765,DINESH CHANDRA YADAV,Janata Dal  (United)
766,MITHILESH MAHTO,Independent
767,DURGANANDA MAHAVIR NAYAK,Bahujan Samaj Party
768,GOPAL JEE THAKUR,Bharatiya Janata Party
769,LALIT KUMAR YADAV,Rashtriya Janata Dal
770,RAJNISH KUMAR,Jantantra Awaj Party
771,RANJEET KUMAR RAM,Wazib Adhikar Party
772,SAROJ CHAUDHARY,Mithilanchal Mukti Morcha
773,KISHOR KUMAR DAS,Akhil Bhartiya Parivar Party
774,SAROJ KUMAR CHAUDHARY,Independent
775,MOHAMMAD ANZARUL HASAN,All India Majlis-E-Ittehadul Muslimeen
776,SABINA KHATOON,Indian National League
777,JITENDRA KUMAR,Independent
778,AJAY SAHNI,Independent
779,MUKESH KUMAR,Independent
780,NAND KISHORE SHARMA,Apna Kisan Party
781,RAJU SINGH,Independent
782,AWADHESH PRASAD SINGH,Independent
783,SANDIP KUMAR,Jantantra Awaj Party
784,NILIMA KUMARI,Independent
785,MD HAIDAR,Independent
786,PRABHAKAR RANJAN,Ekam Sanatan Bharat Dal
787,BASKIT KUMAR SHARMA,Independent
788,SONELAL PASWAN,Independent
789,SUDHIR KUMAR OJHA,Bhartiya Sarthak Party
790,ALOK KUMAR SINH,Independent
791,SUNITA KUMARI,Bajjikanchal Vikas Party
792,VIJAYESH KUMAR,Bahujan Samaj Party
793,ABHAY KUMAR,Samata Party
794,AJAY NISHAD,Indian National Congress
795,MANORANJAN KUMAR,Independent
796,ARVIND KUMAR CHAUDHARY,Socialist Unity Centre Of India (COMMUNIST)
797,AJITANSH GAUR,The Agrani Party
798,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party
799,SANJAY KUMAR,Independent
800,PARAMHANS SINGH,Independent
801,HARI NARAYAN RAM,Viro Ke Vir Indian Party
802,ANIKET RAJ,Rashtriya Samaj Paksha
803,BALENDRA TIWARY,Hindustan Janta Party Secular
804,ABHA RAY,Peoples Party of India (Democratic)
805,RAJ NARAYAN YADAV,Independent
806,KUMAR SHISHIR,Independent
807,MUHAMAD AVAS,Independent
808,NARESH RAM,Socialist Unity Centre Of India (COMMUNIST)
809,VINOD KUMAR SHARMA,Jantantra Awaj Party
810,SHAMBHU KUMAR SINGH,Bahujan Samaj Party
811,RAMESHWAR MAHTO,Bhartiya Sarthak Party
812,VIKKY KUMAR,Independent
813,VIJAY KUMAR SHUKLA,Rashtriya Janata Dal
814,VEENA DEVI,Lok Janshakti Party(Ram Vilas)
815,ANIL RAM,Independent
816,NAMI RAM,Independent
817,JITENDRA RAM,Bahujan Mukti Party
818,SUJEET KUMAR RAM,Bahujan Samaj Party
819,DINANATH MANJHI,All India Majlis-E-Ittehadul Muslimeen
820,BHOLA HARIJAN,Independent
821,PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN,Vikassheel Insaan Party
822,RAM KUMAR MANJHI,Gana Suraksha Party
823,DR. ALOK KUMAR SUMAN,Janata Dal  (United)
824,SATYENDRA BAITHA,Independent
825,SURENDRA RAM,Bhartiya Rashtriya Dal
826,PRAMOD KUMAR,Independent
827,DR. RAVINDRA NATH SHUKLA,Independent
828,DILIP KU SINGH,Bahujan Samaj Party
829,DEVKANT MISHRA,Independent
830,PRAKASH MANI TIWARI,Independent
831,SANJAY KUMAR SAH,Bhartiya Lok Nayak Party
832,MAHENDRA SINGH ALIAS MAHENDRA RAI,Independent
833,VIJAYLAKSHMI DEVI,Janata Dal  (United)
834,SATYENDRA KUSHWAHA,Independent
835,DILIP KUMAR SINGH,Independent
836,JEEWAN KUMAR,Independent
837,HENA SHAHAB,Independent
838,AWADH BIHARI CHOUDHARY,Rashtriya Janata Dal
839,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party
840,MADHUSUDAN SINGH,Bahujan Samaj Party
841,AKHILESHWAR PRASAD SINGH,All India Majlis-E-Ittehadul Muslimeen
842,AAKASH KUMAR SINGH,Indian National Congress
843,TRIBHUWAN RAM,Peoples Party of India (Democratic)
844,SHATRUDHAN TIWARY,Bhartiya Sarthak Party
845,RAJESH KUSHWAHA,Bhartiya Lok Chetna Party
846,GAJENDRA PRASAD CHAURSIYA,Janhit Kisan Party
847,PRABHAT KUMAR,Independent
848,BARUN KUMAR DAS,Gana Suraksha Party
849,SHAK NAUSHAD,Independent
850,RAJIV PRATAP RUDY,Bharatiya Janata Party
851,LAXAMAN PRAO YADAV,Independent
852,RAGHWENDRA PRATAP SINGH,Independent
853,AVINASH KUMAR,Bahujan Samaj Party
854,GYANI KUMAR SHARMA,Bharatiya Ekta Dal
855,MOHAMAD SALIM,Independent
856,ROHINI ACHARYA,Rashtriya Janata Dal
857,ARTI KUMARI,Independent
858,RAJ KUMAR PASWAN,Yuva Bihar Sena
859,HARIWANSH PASWAN,Independent
860,ASHOK KUMAR,Samata Party
861,SHIV CHANDRA RAM,Rashtriya Janata Dal
862,RANDHIR PASWAN,Independent
863,SHAILENDRA KUMAR,Independent
864,BALENDRA DAS,Janshakti Janta Dal
865,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas)
866,MEGHNATH PASWAN,Independent
867,SHASHI SWARAJ,Bahujan Samaj Party
868,RAJESH KUMAR RAUSHAN,Socialist Unity Centre Of India (COMMUNIST)
869,SURENDRA KUMAR PASWAN,Independent
870,DHARMENDRA KUMAR,Jantantra Awaj Party
871,MADHUSUDHAN PASWAN,Independent
872,NARENDRA GIRI,Independent
873,ANSHU KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party)
874,SANTHOSH RAI,Rashtriya Jansambhavna Party
875,KISHOR KUMAR,Independent
876,ALOK KUMAR MEHTA,Rashtriya Janata Dal
877,MOHAN KUMAR MAURYA,Bahujan Samaj Party
878,NIKKI JHA,Jagrook Janta Party
879,RAKESH KUMAR,Independent
880,AMARESH RAY,Independent
881,RAMPUKAR RAY,Socialist Unity Centre Of India (COMMUNIST)
882,MANOJ KUMAR,Janta Raj Vikas Party
883,SANJAY PASWAN,Independent
884,NITYANAND RAI,Bharatiya Janata Party
885,AMRITA KUMARI,Independent
886,LAL BABU MAHTO,Sathi Aur Aapka Faisala Party
887,RAVI RAUSHAN KUMAR,Independent
888,MUKESH CHAUPAL,Independent
889,RATAN BIHARI,Desh Janhit Party
890,PINKU PASWAN,Rashtriya Jansambhavna Party
891,SUNNY HAZARI,Indian National Congress
892,SHASHI BHUSHAN DAS,Independent
893,JIBACHH KUMAR HAJARI,Independent
894,RAM LAKHAN  MAHTO,Bahujan Samaj Party
895,SHAMBHAVI,Lok Janshakti Party(Ram Vilas)
896,RAM BADAN RAI,Karpoori Janta Dal
897,RAJ KUMAR SAH,Akhil Bhartiya Parivar Party
898,ADV CHANDAN KUMAR DAS,Bahujan Samaj Party
899,RAMUDGAR,Socialist Unity Centre Of India (COMMUNIST)
900,INDRAJEET KUMAR ROY,Independent
901,ARUN KUMAR,Independent
902,MD SHAHNAWAZ HASSAN,Independent
903,RAJNISH KUMAR MUKHIYA,Rashtriya Jansambhavna Party
904,ABDHESH KUMAR ROY,Communist Party of India
905,GIRIRAJ SINGH,Bharatiya Janata Party
906,ASIF IMAM,Aadarsh Mithila Party
907,SONU KUMAR,Independent
908,DINANATH CHANDRAVANSHI,Independent
909,PINKESH KUMAR,Rashtriya Jan Kalyan Party Secular
910,CHANDRA KISHOR THAKUR,Aam Janta Party Rashtriya
911,RUPAM DEVI,Independent
912,DR RAVI KUMAR,Bahujan Samaj Party
913,KANCHAN MALA,Hindustan People's Party (Democratic)
914,AJAY KUMAR,Rashtriya Jansambhavna Party
915,PRIYADARSHEE DINKAR,Independent
916,RAJESH VERMA,Lok Janshakti Party(Ram Vilas)
917,SANJAY KUMAR,Communist Party of India  (Marxist)
918,RAMESH TUDU,Independent
919,POONAM SINGH,Bahujan Samaj Party
920,AJEET SHARMA,Indian National Congress
921,OM PRAKASH PODDAR,Independent
922,DAYARAM MANDAL,Lok Sewa Dal
923,HARERAM YADAV,Independent
924,MUKESH KUMAR,Akhil Bhartiya Parivar Party
925,CHHOTE LAL KUMAR,Independent
926,UMESH PRASAD YADAV,Peoples Party of India (Democratic)
927,DEEPAK KUMAR SINGH,Rashtriya Jansambhavna Party
928,DEEPAK KUMAR,Socialist Unity Centre Of India (COMMUNIST)
929,AJAY KUMAR MANDAL,Janata Dal  (United)
930,NARESH YADAV,Independent
931,NARESH KUMAR PRIYADARSHI,Independent
932,GIRIDHARI YADAV,Janata Dal  (United)
933,GANESH KUMAR KUSHAWAHA,Samata Party
934,JAY PRAKASH YADAV,Rashtriya Jansambhavna Party
935,AMRIT TANTI,Bhartiya Dalit Party
936,UMAKANT YADAV,Independent
937,UTTAM KUMAR SINGH,Aam Janta Party Rashtriya
938,KAVINDRA PANDIT,Socialist Unity Centre Of India (COMMUNIST)
939,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal
940,SHANKAR PRASAD BIND,Independent
941,PRAVAL KUMAR,Independent
942,A. K. SINGH âASHOKâ,Independent
943,KUMAR NAVNEET HIMANSHU,Bahujan Samaj Party
944,PANKAJ KUMAR,Independent
945,ADITYA SINGH MADHUKAR,Independent
946,PRIYADARSHI PIYUSH,Independent
947,KUMARI ANITA,Rashtriya Janata Dal
948,KULDIP YADAV,Hindustan People's Party (Democratic)
949,NEETISH KUMAR,Independent
950,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United)
951,RAVINDRA MANDAL,Socialist Unity Centre Of India (COMMUNIST)
952,VINAY PRATAP SINGH,Rashtriya Sanatan Party
953,MUNNA KUMAR,Samajwadi Lok Parishad
954,SHASHIRANJAN SUMAN,Independent
955,KISLAY KUMAR,Independent
956,DR. SANDEEP SAURAV,Communist Party of India  (Marxist-Leninist)  (Liberation)
957,SUDHIR KUMAR,Sanyukt Kisan Vikas Party
958,MUNNA KUMAR,Sankhyanupati Bhagidari Party
959,KANHAIYA LAL YADAV,Jagrook Janta Party
960,SANYUKTA KUMARI,Independent
961,GHANSHYAM PRASAD SINGH,Independent
962,KESHO JAMADAR,Peoples Party of India (Democratic)
963,RAMESH KUMAR,Naki Bharatiya Ekta Party
964,SUDHIR DAS,Independent
965,SURENDRA PRASAD,Al-Hind Party
966,NAND KISHOR PARASAD,Pragatisheel Magahi Samaj
967,PUJA DEVI,Independent
968,SANJAY RAJESH,Karpoori Janta Dal
969,SURENDER SINGH,Independent
970,AJEET KUMAR,Independent
971,KUMAR HARI CHARAN SINGH YADAV,Bharatiya Momin Front
972,DILIP KUMAR,Moolniwasi Samaj Party
973,AJIT KUMAR,Independent
974,SHYAM SUNDAR PRASAD,Independent
975,SHASHI KUMAR,Samaj Shakti Party
976,NISHA RANJAN,Samata Party
977,PRAMOD KUMAR NIRALA,Bahujan Samaj Party
978,CHANDRA KISHOR PRASAD YADAV,Independent
979,KAUSHALENDRA KUMAR,Janata Dal  (United)
980,DHARMVIR KUMAR BHASKAR,Independent
981,DHANJAY KUMAR,Rashtriya Jansambhavna Party
982,SUMIT RANJAN SINHA,Akhand Bharat Janpriya Party
983,AMIT KUMAR ALBELA,Independent
984,ANSHUL AVIJIT,Indian National Congress
985,SANJAY KUMAR URF SANJAY BALMIKI,Independent
986,SHAHID ALAM,Jantantra Awaj Party
987,MAHBOOB ALAM ANSARI,Bharatiya Momin Front
988,RAKESH SHARMA,Independent
989,RAVI SHANKAR PRASAD,Bharatiya Janata Party
990,DR RAKESH DUTTA MISHRA,Bharatiya Jan Kranti Dal (Democratic)
991,NEERAJ KUMAR,Bahujan Samaj Party
992,GULAB PRASAD,Loktantrik Samajwadi Party
993,ENG UMESH RAJAK,Peoples Party of India (Democratic)
994,AWADHESH PRASAD,Independent
995,MAHESH KUMAR,Samata Party
996,SAROJ KUMAR SUMAN,Socialist Unity Centre Of India (COMMUNIST)
997,MADHURI KUMARI,All India Forward Bloc
998,RAM NIRANJAN ROY,Rashtrawadi Chetna Party
999,MRITUNJAY KUMAR,Bhagidari Party(P)
1000,MD FAROOQUE RAZA,All India Majlis-E-Ittehadul Muslimeen
1001,NITESH KUMAR PATEL,Adarsh Jankalyan Dal
1002,ANIL KUMAR CHAND,Socialist Unity Centre Of India (COMMUNIST)
1003,VINDU DEVI,Rashtriya Jansambhavna Party
1004,DR S P SHARMA,Hindustan Vikas Dal
1005,HARIKESHWAR RAM,Bahujan Samaj Party
1006,RANJAN KUMAR,Independent
1007,DURGESH NANDAN SINGH,Independent
1008,SHIV KUMAR SINGH,Apna Kisan Party
1009,KHUSHBOO KUMARI,Akhil Bhartiya Parivar Party
1010,JAWAHAR SINGH,Bhartiya Manavta Party
1011,NAGESHWAR PRASAD,Peoples Party of India (Democratic)
1012,MISHA BHARTI,Rashtriya Janata Dal
1013,NIRAJ KUMAR,Independent
1014,SUBHASH KUMAR,Bhartiya Lok Chetna Party
1015,SANJAY KUMAR SINGH,Bhartiya Sarthak Party
1016,RAM KRIPAL YADAV,Bharatiya Janata Party
1017,ANIL DAS,Bhartiya Dalit Party
1018,KUNAL KUMAR,Hamara Sahara Party
1019,RAM SARE SINGH,Peoples Party of India (Democratic)
1020,RANDHIR LAL,Independent
1021,ASHOK TIWARY,Independent
1022,VIRENDRA KUMAR SINGH,Independent
1023,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation)
1024,RAMJEE SINGH,Voters Party  International
1025,R. K. SINGH,Bharatiya Janata Party
1026,LAL BADSAH SINGH,Bahujan Samaj Party
1027,MANMOHAN SINGH,Rashtrawadi Janlok Party (Satya)
1028,SHIV DAS SINGH,Independent
1029,KRISHNA PASWAN,Bhartiya Kranti Vir Party
1030,NAVNIT KUMAR,Independent
1031,DHARMATMA SHARMA,Socialist Unity Centre Of India (COMMUNIST)
1032,SUMITRA DEVI,Jagrook Janta Party
1033,AANAND MISRA S/O MADAN KUMAR MISRA,Independent
1034,ANIL KUMAR,Bahujan Samaj Party
1035,BHAGWAN SINGH YADAV,Independent
1036,HEM LATA,Jagrook Janta Party
1037,NIRANJAN KUMAR RAY,Independent
1038,DADAN YADAV,Independent
1039,ANAND MISHRA S/O- PARAM HANS MISHRA,Independent
1040,SUNIL KUMAR DUBY,Independent
1041,RAJU SINGH,Bahujan Mukti Party
1042,MITHILESH TIWARI,Bharatiya Janata Party
1043,AKHILESH KUMAR PANDEY,Independent
1044,RAM SWAROOP CHAUHAN,Independent
1045,SUDHAKAR SINGH,Rashtriya Janata Dal
1046,SUDHAKAR MISHRA,Independent
1047,AMIT KUMAR AMBEDKAR,Bahujan Mukti Party
1048,SANTOSH KUMAR,Bahujan Samaj Party
1049,NANDLAL RAM,Rashtriya Samaj Paksha
1050,MANOJ KUMAR,Indian National Congress
1051,UJARAN MUSAHAR,Jan Janwadi Party
1052,PUNAM DEVI,Jantantra Awaj Party
1053,BANARSI DAS,Peoples Party of India (Democratic)
1054,SHIVESH KUMAR,Bharatiya Janata Party
1055,SANTOSH KUMAR KHARWAR,Bhartiya Gandhiwadi Party
1056,SHIV SHANKAR RAM,Independent
1057,AVADHESH PASAWAN,Bharatiya Aam Awam Party
1058,RAJA RAM SINGH,Independent
1059,PRADEEP KUMAR JOSHI,Rashtra Sewa Dal
1060,RAJESHWAR PASWAN,Akhil Hind Forward Bloc (Krantikari)
1061,VIKASH VINAYAK,Jan Janwadi Party
1062,AJEET KUMAR SINGH,Peoples Party of India (Democratic)
1063,PRIYANKA PRASAD CHOUDHARY,All India Majlis-E-Ittehadul Muslimeen
